date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Korea,North Macedonia,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2021-12-03,265234695.0,157412.0,8738020.0,201045.0,211112.0,18010.0,65223.0,1414.0,4146.0,5337692.0,339977.0,16414.0,82668441.0,216587.0,1175757.0,593588.0,22825.0,277772.0,1577070.0,25792.0,660204.0,1827467.0,30680.0,24863.0,5751.0,2640.0,540869.0,3026.0,277228.0,195302.0,22134978.0,2809.0,15142.0,701469.0,16000.0,20439.0,120207.0,107148.0,1808630.0,38426.0,7529.0,11742.0,5703.0,1768584.0,111431.0,5076378.0,4527.0,18970.0,2.0,567383.0,61794.0,623776.0,962892.0,17455.0,136097.0,2211972.0,58319.0,501760.0,13506.0,6120.0,407918.0,528590.0,361368.0,119803.0,13599.0,7442.0,224195.0,47158.0,371946.0,75777784.0,47484864.0,3796.0,83.0,52543.0,192729.0,7868167.0,46323.0,37391.0,9992.0,857933.0,6051560.0,130920.0,7340.0,957552.0,1582.0,5900.0,619040.0,30770.0,6444.0,38068.0,25578.0,118936278.0,378251.0,12448.0,1134869.0,18333.0,34624360.0,4257243.0,721.0,6129199.0,2083515.0,583472.0,11764.0,1345083.0,5077445.0,91369.0,1727188.0,963655.0,1057315.0,255355.0,2.0,161128.0,413441.0,183510.0,77500.0,256125.0,675765.0,21838.0,5824.0,374280.0,4862.0,479853.0,1593640.0,64614599.0,90774.0,77.0,44330.0,61949.0,2649578.0,91993.0,17698.0,39806.0,4.0,39468.0,56306.0,3897452.0,1.0,365713.0,3850.0,674029.0,158076.0,44.0,950374.0,151763.0,523748.0,129508.0,,822172.0,2733470.0,12331.0,12087.0,13397.0,7061.0,214513.0,58659337.0,,216670.0,279954.0,375762.0,304581.0,1286453.0,8.0,461467.0,478543.0,35390.0,463199.0,2241027.0,2833878.0,3623452.0,1157352.0,243912.0,1783630.0,9565909.0,100391.0,4.0,2789.0,13027.0,86.0,5579.0,3.0,6148.0,3732.0,549848.0,74007.0,1260806.0,23599.0,6402.0,267916.0,1209977.0,427035.0,20.0,23051.0,3004203.0,39014630.0,467907.0,12804.0,5202958.0,566196.0,43489.0,50960.0,1212145.0,1044633.0,48452.0,16637.0,17493.0,26270.0,2130641.0,19827.0,26284.0,1.0,73759.0,718059.0,8861386.0,3103.0,,127651.0,3647777.0,742163.0,10379647.0,49039251.0,80084317.0,400542.0,193893.0,6.0,27.0,433660.0,1280780.0,454.0,10020.0,210262.0,137441.0
2021-12-04,265706661.0,157431.0,8758450.0,201402.0,211297.0,18010.0,65244.0,1414.0,4147.0,5339382.0,340396.0,16432.0,82743351.0,217836.0,1183006.0,594994.0,22825.0,277803.0,1577070.0,25964.0,662056.0,1827467.0,30680.0,24863.0,5751.0,2641.0,542859.0,3026.0,277228.0,195302.0,22142385.0,2809.0,15164.0,702454.0,16000.0,20439.0,120232.0,107148.0,1811253.0,38439.0,7529.0,11742.0,5703.0,1770620.0,111505.0,5078987.0,4528.0,18970.0,2.0,567383.0,61817.0,628241.0,963002.0,17470.0,136525.0,2229715.0,58319.0,506085.0,13508.0,6120.0,408245.0,529174.0,362260.0,119803.0,13599.0,7458.0,224654.0,47368.0,372090.0,76061753.0,47673249.0,3796.0,83.0,52543.0,194258.0,7919631.0,46323.0,37477.0,9992.0,861883.0,6051560.0,130920.0,7360.0,962695.0,1582.0,5907.0,619542.0,30770.0,6444.0,38118.0,25638.0,119250007.0,378251.0,12452.0,1134869.0,18333.0,34624360.0,4257489.0,721.0,6131356.0,2083889.0,589094.0,11861.0,1345442.0,5094072.0,91421.0,1727308.0,971401.0,1058105.0,255408.0,2.0,161132.0,413464.0,183573.0,78469.0,256852.0,677147.0,21838.0,5824.0,374280.0,4862.0,481913.0,1594664.0,64655483.0,90774.0,77.0,44800.0,61966.0,2654474.0,92095.0,17812.0,39865.0,4.0,39510.0,56306.0,3897452.0,1.0,366162.0,3879.0,674951.0,158283.0,44.0,950501.0,151868.0,524122.0,129638.0,,822392.0,2756552.0,12331.0,12195.0,13397.0,7061.0,214567.0,58731806.0,,217025.0,282918.0,377119.0,304581.0,1286825.0,8.0,461467.0,478543.0,35390.0,463260.0,2242646.0,2834294.0,3649027.0,1163001.0,244071.0,1785120.0,9598283.0,100404.0,4.0,2789.0,13027.0,86.0,5579.0,3.0,6148.0,3732.0,549877.0,74013.0,1262419.0,23599.0,6402.0,268659.0,1221771.0,428945.0,20.0,23051.0,3020569.0,39033461.0,473034.0,12804.0,5202958.0,566936.0,43489.0,50993.0,1212145.0,1044633.0,48538.0,16648.0,17493.0,26270.0,2136537.0,19828.0,26291.0,1.0,74533.0,718278.0,8881760.0,3103.0,,127651.0,3661583.0,742214.0,10421104.0,49107059.0,80200646.0,400821.0,194105.0,6.0,27.0,434133.0,1294778.0,454.0,10021.0,210294.0,138523.0
2021-12-05,266126195.0,157454.0,8772984.0,201730.0,211469.0,18010.0,65259.0,1414.0,4147.0,5340676.0,340723.0,16450.0,82830340.0,219121.0,1189268.0,596388.0,22825.0,277831.0,1577443.0,26095.0,663813.0,1827467.0,30680.0,24863.0,5751.0,2641.0,543390.0,3040.0,277228.0,195302.0,22147078.0,2809.0,15186.0,703160.0,16000.0,20439.0,120256.0,107148.0,1813563.0,38450.0,7529.0,11742.0,5703.0,1772547.0,111585.0,5081064.0,4542.0,18970.0,2.0,567383.0,61824.0,631037.0,963090.0,17485.0,136832.0,2240721.0,58319.0,509111.0,13508.0,6120.0,408516.0,529349.0,363162.0,119803.0,13599.0,7458.0,224993.0,47504.0,372215.0,76301004.0,47824343.0,3916.0,83.0,52543.0,195230.0,7961784.0,46323.0,37477.0,9992.0,865293.0,6051560.0,130920.0,7371.0,966221.0,1582.0,5908.0,619852.0,30770.0,6444.0,38160.0,25674.0,119514909.0,378251.0,12461.0,1134869.0,18333.0,34641561.0,4257685.0,721.0,6134465.0,2084346.0,594250.0,11926.0,1345915.0,5109082.0,91469.0,1727412.0,975956.0,1058758.0,255437.0,2.0,161135.0,413491.0,183615.0,79833.0,257329.0,678801.0,21838.0,5824.0,374989.0,4893.0,483450.0,1595135.0,64707252.0,90774.0,77.0,44800.0,61981.0,2658772.0,92211.0,17915.0,39934.0,4.0,39558.0,56306.0,3901263.0,1.0,366256.0,3885.0,676062.0,158466.0,44.0,950591.0,151924.0,524407.0,129796.0,,822592.0,2777517.0,12331.0,12331.0,13397.0,7080.0,214622.0,58796584.0,,217301.0,284448.0,378688.0,304603.0,1287161.0,8.0,461467.0,479053.0,35538.0,463260.0,2243415.0,2834775.0,3671421.0,1166787.0,244223.0,1786036.0,9630296.0,100414.0,4.0,2790.0,13034.0,86.0,5623.0,3.0,6148.0,3733.0,549912.0,74024.0,1263663.0,23599.0,6402.0,269211.0,1230343.0,430064.0,20.0,23051.0,3031694.0,39045874.0,477358.0,12804.0,5202958.0,567682.0,43489.0,51009.0,1212145.0,1044633.0,48619.0,16652.0,17493.0,26270.0,2141241.0,19828.0,26304.0,1.0,75134.0,718443.0,8901117.0,3103.0,,127655.0,3668794.0,742328.0,10464389.0,49163621.0,80303024.0,400925.0,194333.0,6.0,27.0,434918.0,1309092.0,454.0,10025.0,210312.0,139046.0
2021-12-06,266829745.0,157499.0,8790144.0,201902.0,211662.0,18631.0,65259.0,1469.0,4148.0,5343153.0,340818.0,16450.0,82905840.0,220555.0,1194582.0,596973.0,22839.0,277856.0,1577720.0,26200.0,665125.0,1868906.0,30824.0,24863.0,5751.0,2641.0,544666.0,3057.0,278511.0,195552.0,22153095.0,2816.0,15202.0,705586.0,16000.0,20473.0,120272.0,107148.0,1818250.0,38453.0,7663.0,11742.0,5703.0,1774048.0,111719.0,5082762.0,4543.0,18970.0,2.0,567614.0,61826.0,631765.0,963194.0,17487.0,137538.0,2247067.0,58858.0,516257.0,13508.0,6086.0,408748.0,529456.0,364033.0,119803.0,13599.0,7484.0,225294.0,47851.0,372334.0,76714414.0,48117413.0,3957.0,83.0,52562.0,196233.0,7973362.0,46324.0,37511.0,9998.0,867071.0,6185961.0,131246.0,7376.0,971148.0,1621.0,5909.0,619891.0,30770.0,6444.0,38217.0,25691.0,120075038.0,378251.0,12466.0,1157568.0,18642.0,34648383.0,4257815.0,721.0,6137821.0,2084961.0,597161.0,12035.0,1346670.0,5118576.0,91536.0,1727493.0,981767.0,1059309.0,255469.0,2.0,161139.0,413524.0,183649.0,80722.0,257559.0,679625.0,21838.0,5829.0,375468.0,4941.0,484251.0,1597009.0,64746149.0,91709.0,77.0,44800.0,61997.0,2663034.0,92368.0,17971.0,40015.0,4.0,39584.0,62500.0,3902015.0,1.0,366751.0,3902.0,676859.0,158623.0,44.0,950643.0,152000.0,524638.0,129796.0,,822830.0,2795438.0,12385.0,12428.0,13397.0,7091.0,214789.0,58978938.0,,217400.0,287123.0,380293.0,304612.0,1287393.0,8.0,462219.0,479053.0,35538.0,463427.0,2243415.0,2835154.0,3684671.0,1169003.0,244387.0,1786839.0,9661865.0,100429.0,4.0,2790.0,13048.0,88.0,5623.0,3.0,6217.0,3733.0,549955.0,74031.0,1265228.0,23664.0,6402.0,269873.0,1234982.0,430839.0,20.0,23051.0,3038075.0,39059395.0,482310.0,12823.0,5202958.0,568423.0,44170.0,51052.0,1212145.0,1068528.0,48709.0,16662.0,17493.0,26270.0,2145241.0,19828.0,26315.0,1.0,75935.0,718443.0,8921150.0,3107.0,,127756.0,3673839.0,742376.0,10515239.0,49338540.0,80405600.0,401103.0,194556.0,6.0,27.0,434918.0,1323683.0,454.0,10034.0,210327.0,139046.0
2021-12-07,267468861.0,157508.0,8810294.0,202295.0,211859.0,18815.0,65301.0,1469.0,4148.0,5346242.0,341058.0,16484.0,82993585.0,222260.0,1198852.0,598503.0,22846.0,277894.0,1578011.0,26306.0,666137.0,1879784.0,30888.0,24863.0,5753.0,2641.0,546155.0,3073.0,279179.0,195552.0,22163231.0,2816.0,15229.0,707885.0,16334.0,20523.0,120286.0,107148.0,1821505.0,38460.0,7663.0,11742.0,5703.0,1775212.0,111798.0,5084466.0,4548.0,19066.0,2.0,567706.0,61844.0,635027.0,963269.0,17502.0,138157.0,2262666.0,59175.0,522581.0,13508.0,6086.0,409002.0,530126.0,364922.0,119803.0,13599.0,7513.0,225837.0,48358.0,372462.0,77103460.0,48398073.0,4053.0,83.0,52562.0,197310.0,8032381.0,46332.0,37511.0,9998.0,871580.0,6222020.0,131246.0,7402.0,978402.0,1663.0,5909.0,620435.0,30798.0,6444.0,38261.0,25705.0,120546123.0,378251.0,12471.0,1161879.0,18765.0,34656822.0,4258076.0,721.0,6141335.0,2085586.0,602726.0,12147.0,1347474.0,5134318.0,91554.0,1727604.0,988159.0,1060125.0,255544.0,2.0,161147.0,413555.0,183712.0,82082.0,258419.0,681332.0,21838.0,5829.0,375869.0,5053.0,486117.0,1598395.0,64794859.0,91908.0,77.0,44800.0,62015.0,2667999.0,92501.0,18112.0,40101.0,4.0,39621.0,62595.0,3902015.0,1.0,367339.0,3942.0,677859.0,158838.0,44.0,950801.0,152120.0,525005.0,130051.0,,823102.0,2813505.0,12409.0,12516.0,13397.0,7099.0,214896.0,59096818.0,,217775.0,294754.0,382242.0,304631.0,1287703.0,8.0,462621.0,479231.0,35662.0,463479.0,2246633.0,2835345.0,3704040.0,1172420.0,244545.0,1788260.0,9692411.0,100449.0,4.0,2791.0,13052.0,91.0,5645.0,3.0,6308.0,3733.0,549997.0,74036.0,1267112.0,23689.0,6405.0,270588.0,1244362.0,432793.0,20.0,23051.0,3051222.0,39081741.0,489484.0,12826.0,5246766.0,569171.0,44170.0,51052.0,1219557.0,1078503.0,48801.0,16683.0,17493.0,26270.0,2148766.0,19829.0,26326.0,1.0,76601.0,718696.0,8943837.0,3107.0,,127775.0,3683044.0,742438.0,10560341.0,49451008.0,80523516.0,401340.0,194703.0,6.0,27.0,435461.0,1337523.0,454.0,10043.0,210374.0,141601.0
2021-12-08,268179961.0,157542.0,8844026.0,202641.0,212047.0,18815.0,65332.0,1469.0,4151.0,5348123.0,341468.0,16505.0,83079743.0,223914.0,1203266.0,599713.0,22846.0,277935.0,1578288.0,26433.0,667893.0,1898498.0,30930.0,24863.0,5760.0,2642.0,546155.0,3073.0,279820.0,195552.0,22173363.0,2816.0,15244.0,709537.0,16334.0,20523.0,120300.0,107549.0,1825442.0,38470.0,7724.0,11742.0,5703.0,1776599.0,111899.0,5086381.0,4554.0,19066.0,2.0,567706.0,61857.0,639778.0,963347.0,17517.0,138733.0,2282212.0,59175.0,529210.0,13509.0,6176.0,409232.0,530865.0,365831.0,119803.0,13599.0,7533.0,226304.0,49253.0,372588.0,77516882.0,48696981.0,4134.0,83.0,52567.0,199235.0,8093721.0,46332.0,37551.0,9998.0,875806.0,6291621.0,131246.0,7436.0,984301.0,1746.0,5910.0,620853.0,30798.0,6445.0,38333.0,25744.0,121079589.0,378251.0,12471.0,1168728.0,18896.0,34666241.0,4258340.0,721.0,6144644.0,2086192.0,606852.0,12230.0,1348229.0,5152264.0,91578.0,1727739.0,993339.0,1060923.0,255652.0,2.0,161157.0,413588.0,183744.0,83291.0,259215.0,683326.0,21838.0,5832.0,376378.0,5162.0,488215.0,1599488.0,64851906.0,92574.0,77.0,44800.0,62053.0,2673019.0,92629.0,18253.0,40188.0,4.0,39669.0,62654.0,3905319.0,1.0,367948.0,3942.0,678950.0,159034.0,44.0,950946.0,152326.0,525403.0,130051.0,,823357.0,2833272.0,12427.0,12621.0,13449.0,7119.0,215164.0,59255963.0,,218194.0,300013.0,384064.0,304654.0,1288053.0,8.0,462958.0,479563.0,35702.0,463479.0,2246633.0,2835593.0,3732589.0,1177706.0,244708.0,1789539.0,9722639.0,100464.0,4.0,2791.0,13067.0,91.0,5645.0,3.0,6308.0,3733.0,550043.0,74043.0,1268787.0,23750.0,6405.0,271297.0,1255086.0,434679.0,20.0,23051.0,3071064.0,39098562.0,496584.0,12842.0,5246766.0,569928.0,44406.0,51083.0,1222892.0,1090928.0,48901.0,16688.0,17493.0,26309.0,2152384.0,19829.0,26350.0,1.0,77482.0,718866.0,8964711.0,3114.0,,127822.0,3692939.0,742507.0,10610958.0,49600386.0,80643010.0,401640.0,194904.0,6.0,27.0,435825.0,1352122.0,454.0,10047.0,210436.0,150628.0
2021-12-09,268878148.0,157585.0,8876483.0,202863.0,212224.0,19272.0,65346.0,1469.0,4151.0,5350867.0,341768.0,16531.0,83163587.0,225625.0,1209334.0,601028.0,22859.0,277964.0,1578550.0,26565.0,669631.0,1914527.0,30991.0,24897.0,5760.0,2648.0,547892.0,3109.0,280469.0,196090.0,22182116.0,2816.0,15301.0,711364.0,16334.0,20610.0,120312.0,107549.0,1829958.0,38482.0,7839.0,11742.0,5703.0,1778370.0,111994.0,5088008.0,4556.0,19066.0,2.0,567906.0,61863.0,644206.0,963428.0,17540.0,139368.0,2298441.0,59208.0,536195.0,13514.0,6208.0,409490.0,531807.0,366634.0,119803.0,13599.0,7583.0,226858.0,50337.0,372711.0,77937086.0,49002202.0,4212.0,83.0,52567.0,200968.0,8150575.0,46334.0,37551.0,9998.0,879368.0,6362232.0,131246.0,7463.0,989814.0,1774.0,5910.0,621328.0,30798.0,6445.0,38402.0,25758.0,121593087.0,378423.0,12478.0,1176038.0,19052.0,34674643.0,4258560.0,721.0,6147872.0,2086702.0,610855.0,12346.0,1348800.0,5164780.0,91601.0,1727893.0,998492.0,1061645.0,255796.0,2.0,161176.0,413608.0,183810.0,84503.0,260008.0,685162.0,21838.0,5832.0,376873.0,5229.0,489992.0,1600556.0,64908368.0,93060.0,77.0,44800.0,62088.0,2678465.0,92754.0,18329.0,40269.0,4.0,39704.0,62735.0,3911714.0,1.0,368497.0,4006.0,679945.0,159214.0,44.0,951092.0,152586.0,525403.0,130230.0,,823554.0,2850750.0,12457.0,12621.0,13449.0,7131.0,215164.0,59393887.0,,218362.0,305368.0,385940.0,304679.0,1288366.0,8.0,463277.0,480090.0,35835.0,463580.0,2249671.0,2835996.0,3760048.0,1181294.0,244867.0,1790571.0,9752340.0,100517.0,4.0,2792.0,13067.0,91.0,5645.0,3.0,6357.0,3733.0,550088.0,74054.0,1270407.0,23806.0,6420.0,271979.0,1265056.0,436366.0,20.0,23051.0,3093452.0,39120444.0,503606.0,12842.0,5273178.0,570672.0,44406.0,51149.0,1226055.0,1101789.0,49008.0,16704.0,17493.0,26309.0,2156587.0,19829.0,26357.0,1.0,78339.0,719006.0,8984407.0,3119.0,,127863.0,3705823.0,742567.0,10660981.0,49724320.0,80770133.0,401897.0,195098.0,6.0,27.0,436602.0,1367433.0,454.0,10047.0,210562.0,155817.0
2021-12-10,269571438.0,157603.0,8903566.0,203215.0,212434.0,19440.0,65371.0,1523.0,4159.0,5354440.0,342115.0,16549.0,83244402.0,227382.0,1213648.0,602137.0,22881.0,277997.0,1578819.0,26668.0,671432.0,1929772.0,31033.0,24897.0,5764.0,2649.0,549638.0,3119.0,280980.0,196090.0,22189181.0,2816.0,15283.0,713083.0,16334.0,20666.0,120327.0,107549.0,1833043.0,38489.0,7839.0,11912.0,5703.0,1778370.0,112114.0,5089695.0,4560.0,19066.0,2.0,567995.0,61882.0,648003.0,963493.0,17560.0,140030.0,2312736.0,59851.0,542794.0,13514.0,6233.0,409862.0,532430.0,367456.0,119803.0,13612.0,7616.0,227446.0,51172.0,372868.0,78340542.0,49283895.0,4275.0,83.0,52577.0,202676.0,8205715.0,46334.0,37551.0,9998.0,882822.0,6423520.0,131246.0,7485.0,994901.0,1774.0,5913.0,621844.0,30798.0,6447.0,38453.0,25794.0,122119876.0,378423.0,12482.0,1182922.0,19159.0,34682633.0,4258752.0,721.0,6150843.0,2087247.0,614952.0,12441.0,1349385.0,5185270.0,91652.0,1728039.0,1003428.0,1062279.0,255932.0,2.0,161183.0,413637.0,183863.0,86148.0,260658.0,686725.0,22448.0,5835.0,377450.0,5297.0,491773.0,1602746.0,64959521.0,93429.0,77.0,44800.0,62147.0,2683523.0,92846.0,18404.0,40357.0,4.0,39742.0,62721.0,3911714.0,1.0,369013.0,4054.0,680891.0,159433.0,44.0,951267.0,152965.0,526024.0,131230.0,,823786.0,2868466.0,12479.0,12781.0,13449.0,7149.0,216451.0,59556922.0,,218723.0,310781.0,387889.0,304679.0,1288761.0,8.0,463573.0,480217.0,35835.0,463650.0,2251027.0,2836200.0,3785036.0,1185036.0,245030.0,1791502.0,9782723.0,100556.0,4.0,2795.0,13086.0,94.0,5692.0,3.0,6464.0,3733.0,550136.0,74065.0,1271794.0,23806.0,6421.0,272433.0,1272991.0,437689.0,20.0,23074.0,3112469.0,39137396.0,510583.0,12873.0,5290273.0,571426.0,44529.0,51167.0,1229217.0,1111923.0,49101.0,16721.0,17493.0,26309.0,2160780.0,19829.0,26372.0,1.0,79237.0,719247.0,9002968.0,3119.0,,127944.0,3717640.0,742641.0,10719165.0,49881735.0,80883224.0,402149.0,195246.0,6.0,27.0,437113.0,1382272.0,454.0,10056.0,210724.0,155817.0
2021-12-11,270038175.0,157611.0,8936550.0,203524.0,212652.0,19440.0,65397.0,1523.0,4159.0,5356885.0,342405.0,16575.0,83322180.0,228925.0,1216765.0,603254.0,22881.0,278037.0,1578996.0,26740.0,673269.0,1929772.0,31033.0,24897.0,5764.0,2649.0,551516.0,3129.0,280980.0,196090.0,22191865.0,2816.0,15343.0,714156.0,16334.0,20666.0,120343.0,107549.0,1838786.0,38496.0,7871.0,11912.0,5703.0,1781227.0,112191.0,5091508.0,4564.0,19066.0,2.0,567995.0,61896.0,651863.0,963566.0,17572.0,140458.0,2325181.0,59851.0,548400.0,13514.0,6233.0,410087.0,533190.0,368335.0,119803.0,13612.0,7629.0,227902.0,52174.0,373000.0,78611005.0,49453608.0,4275.0,83.0,52577.0,204479.0,8259634.0,46334.0,37591.0,9998.0,886364.0,6423520.0,131412.0,7508.0,999652.0,1813.0,5913.0,622168.0,30798.0,6447.0,38453.0,25853.0,122422170.0,378423.0,12483.0,1182922.0,19159.0,34690510.0,4258980.0,721.0,6152524.0,2087497.0,618956.0,12519.0,1349741.0,5206305.0,91725.0,1728176.0,1006136.0,1062833.0,256134.0,2.0,161193.0,413672.0,183931.0,88046.0,261463.0,688515.0,22448.0,5835.0,377450.0,5297.0,493574.0,1604877.0,65017510.0,93429.0,77.0,45794.0,62230.0,2688149.0,93064.0,18504.0,40468.0,4.0,39778.0,62781.0,3914706.0,1.0,369402.0,4093.0,681760.0,159635.0,44.0,951380.0,153408.0,526381.0,132271.0,,823980.0,2885054.0,12479.0,12884.0,13449.0,7149.0,217063.0,59625524.0,,219100.0,314258.0,389535.0,304679.0,1289049.0,8.0,463573.0,480573.0,35835.0,463650.0,2252846.0,2836360.0,3808798.0,1190409.0,245188.0,1791502.0,9812538.0,100584.0,4.0,2796.0,13086.0,94.0,5692.0,3.0,6464.0,3733.0,550189.0,74076.0,1273103.0,23806.0,6421.0,272992.0,1280370.0,439169.0,20.0,23074.0,3129622.0,39152660.0,517271.0,12873.0,5290190.0,572188.0,44529.0,51167.0,1229217.0,1111923.0,49189.0,16731.0,17493.0,26309.0,2164859.0,19829.0,26372.0,1.0,80049.0,719434.0,9022223.0,3130.0,,127944.0,3728246.0,742719.0,10771444.0,49939477.0,80987537.0,402383.0,195524.0,6.0,27.0,437887.0,1398413.0,454.0,10063.0,210959.0,165002.0
2021-12-12,270464528.0,157633.0,8981929.0,203787.0,212848.0,19440.0,65404.0,1523.0,4162.0,5358455.0,342538.0,16593.0,83394117.0,230768.0,1221586.0,604480.0,22881.0,278065.0,1579325.0,26740.0,674723.0,1929772.0,31033.0,24897.0,5764.0,2649.0,553108.0,3138.0,280980.0,196090.0,22193480.0,2816.0,15348.0,714688.0,16334.0,20666.0,120355.0,107549.0,1842317.0,38503.0,7871.0,11912.0,5703.0,1782804.0,112291.0,5093534.0,4567.0,19066.0,2.0,567995.0,61905.0,654202.0,963628.0,17589.0,140851.0,2334289.0,59851.0,554389.0,13514.0,6233.0,410265.0,533457.0,369198.0,121127.0,13612.0,7646.0,228279.0,52643.0,373115.0,78844643.0,49596758.0,4372.0,83.0,52577.0,205603.0,8303482.0,46334.0,37591.0,10034.0,889286.0,6423520.0,131547.0,7525.0,1002877.0,1831.0,5915.0,622229.0,30798.0,6448.0,38554.0,25865.0,122685305.0,378423.0,12488.0,1182922.0,19159.0,34697860.0,4259143.0,721.0,6154813.0,2087837.0,623623.0,12580.0,1350215.0,5225517.0,91765.0,1728311.0,1010033.0,1063410.0,256335.0,2.0,161200.0,413711.0,183965.0,89320.0,261944.0,690054.0,23102.0,5835.0,378105.0,5327.0,495018.0,1605775.0,65061772.0,93429.0,77.0,45794.0,62265.0,2691639.0,93119.0,18591.0,40546.0,4.0,39806.0,62873.0,3917361.0,1.0,369659.0,4093.0,682326.0,159788.0,44.0,951482.0,153674.0,526661.0,132849.0,,824222.0,2898841.0,12479.0,12986.0,13449.0,7154.0,217481.0,59687654.0,,219408.0,317880.0,391572.0,304714.0,1289293.0,8.0,463573.0,480781.0,35927.0,463650.0,2254373.0,2836592.0,3828248.0,1194288.0,245354.0,1793149.0,9842021.0,100634.0,4.0,2796.0,13086.0,94.0,5722.0,3.0,6464.0,3733.0,550240.0,74086.0,1274047.0,23806.0,6421.0,273362.0,1286336.0,439952.0,20.0,23074.0,3167497.0,39163892.0,523088.0,12873.0,5290190.0,572902.0,44529.0,51202.0,1229217.0,1111923.0,49272.0,16737.0,17493.0,26309.0,2168646.0,19829.0,26400.0,1.0,80607.0,719586.0,9040179.0,3137.0,,127973.0,3733967.0,742802.0,10819515.0,49992874.0,81105586.0,402509.0,195747.0,6.0,27.0,438683.0,1413051.0,454.0,10069.0,211077.0,167140.0
